"","engword","meaning","langgroup","setword"
"28224","someone","someone; other people; be different","PAN","*duma"
"28225","someone","spear used in warfare; throw a spear at someone","PPH","*bákal"
"28226","someone","stand or be placed near to someone or something","PPH","*sai<U+014B>"
"28227","someone","surround, encircle, as in attacking someone","PMP","*liput1"
"28228","someone","take passage, catch a ride in someone else’s boat","PWMP","*tumpa<U+014B>2"
"28229","someone","to accuse, to inform on someone","PPH","*sumbu<U+014B>"
"28230","someone","to advise, help someone with a problem","PPH","*tambaR"
"28231","someone","to associate with someone","PPH","*agúm"
"28232","someone","to attract someone’s attention by hissing","POC","*sisit"
"28233","someone","to attract someone’s attention by hissing","PWMP","*citcit"
"28234","someone","to awaken, wake someone up","POC ","*pa<U+014B>un-ia"
"28235","someone","to awaken, wake someone up","PWMP ","*pa-ba<U+014B>un"
"28236","someone","to be woven by someone","PAN","*tenun-en"
"28237","someone","to block the way, ambush someone","PWMP","*ma<U+014B>-aba<U+014B>"
"28238","someone","to bother, disturb, annoy or inconvenience someone","PPH","*abála"
"28239","someone","to care for someone, wait on","PPH","*alílaq"
"28240","someone","to cheat, lead astray, get someone into trouble","PPH","*tali<U+014B>u"
"28241","someone","to cripple, disable someone","PPH","*piláy-en"
"28242","someone","to cry for someone or something","POC","*ta<U+014B>is-ia"
"28243","someone","to cry over something or someone","PMP","*ta<U+014B>is-an"
"28244","someone","to cry over something or someone","PAN","*Ca<U+014B>is-an"
"28245","someone","to cry over something or someone (?)","PWMP","*ta<U+014B>is-en"
"28246","someone","to curse someone","PPH","*i-sumpaq"
"28247","someone","to deliver, send something to someone","PPH","*tugen"
"28248","someone","to delouse someone","PWMP","*kutu-an"
"28249","someone","to direct someone to something, to give instructions","PWMP","*tuzuq-an"
"28250","someone","to divert the attention of someone","PPH","*baka<U+014B>2"
"28251","someone","to draw out; to pickpocket someone","PPH","*dúkut"
"28252","someone","to follow after someone, walk behind","PAN-F","*biliN"
"28253","someone","to force apart, at with a wedge; force something into someone’s mouth","PPH","*ti<U+014B>al"
"28254","someone","to frighten someone","PWMP","*takut-en"
"28255","someone","to give a name to someone or something","PWMP","*<U+014B>ajan-an"
"28256","someone","to grind, be ground up by someone","PWMP","*gili<U+014B>-en"
"28257","someone","to hand something to someone","PPH","*dúhul"
"28258","someone","to hang someone","PPh ","*ma<U+014B>-bítay"
"28259","someone","to hold an umbrella or parasol over someone","PWMP","*payu<U+014B>-an"
"28260","someone","to insist; to force, compel someone to do something","PPH","*pílit"
"28261","someone","to keep someone awake, not let them sleep","PPH","*puyat-en"
"28262","someone","to kiss someone","PPH","*umah-an"
"28263","someone","to lecture someone","PPH","*wali2"
"28264","someone","to live with someone as a free guest","PPH","*lumun"
"28265","someone","to lodge, stay in someone else’s house","PPH","*dagus2"
"28266","someone","to make someone cry; to let someone cry","PMP","*paka-ta<U+014B>is"
"28267","someone","to make someone cry; to let someone cry","PMP","*pa-ta<U+014B>is"
"28268","someone","to make someone cry; to let someone cry","PAN","*pa-Ca<U+014B>is"
"28269","someone","to make someone listen","PAN-F","*pa-tumaNa"
"28270","someone","to meet or greet someone who is arriving, or who one encounters by surprise","PPH","*sabat-en"
"28271","someone","to meet or greet someone, welcome someone who is arriving","PWMP","*sabat"
"28272","someone","to pass around or near someone or something","PWMP","*liwet"
"28273","someone","to pass someone by, overtake in walking, go past","PWMP","*libas2"
"28274","someone","to pinch someone","PWMP","*kedut-en"
"28275","someone","to pinch someone or something","PWMP","*ma-<U+014B>ezut"
"28276","someone","to powder, put powder on someone","PWMP","*ma-murpur"
"28277","someone","to praise someone","PPH","*dáyaw"
"28278","someone","to praise, eulogize, honor someone","PWMP","*i(n)dan"
"28279","someone","to replace someone, fill a vacancy","PPH","*pulih-an"
"28280","someone","to ride together with someone else, ride tandem","PPH","*a<U+014B>kás"
"28281","someone","to send someone on an errand","PPH","*tubul"
"28282","someone","to show respect for someone","PPH","*gala<U+014B>-en"
"28283","someone","to spy, inform on someone","PPH","*tiktík3"
"28284","someone","to tattoo someone","PAN","*t<um>iktik"
"28285","someone","to teach, show someone how to do something","PPH","*nau"
"28286","someone","to touch someone lightly, rub the back","PPH","*ap(e)rus"
"28287","someone","to wait, wait for someone","POC","*tari"
"28288","someone","to wake someone up","PWMP","*pukaw3"
"28289","someone","to wake up, rouse someone from sleep","POC","*pa<U+014B>un"
"28290","someone","to wave the hand, as in beckoning someone or in fanning oneself","PPH","*paypáy"
"28291","someone","touch or tap so as to draw someone's attention","PMP","*kebit"
"28292","someone","touch someone lightly, as to get attention","PPH","*kab(e)lít"
"28293","someone","transport someone across a river (?)","PWMP","*dapit"
"28294","someone","turn the back to someone","POC","*ta-likur"
"28295","someone","wake someone, rouse someone from sleep; erect something, put something in an upright position","PMP","*ba<U+014B>un2"
"28296","someone","was awakened by someone","PWMP ","*b<in>a<U+014B>un"
"28297","someone","was bought by someone","PWMP ","*b<in>eli"
"28298","someone","was fed by someone","PAN","*p<in>a-kaen"
"28299","someone","was massaged by someone","PAN","*p<in>espes"
"28300","someone","was woven by someone; what was woven","PAN","*t<in>enun"
"28301","someone","what is given to someone","PWMP","*huluR-an"
"28302","someone","woven; was woven by someone","PPH","*l<in>ága"
"28303","somersault","somersault (cf. *tuaj)","PWMP","*balin-tuaj"
"28304","something","to sink something; to destroy","PWMP","*ma-<U+014B>aRem"
"28305","something","a person who turns or grinds something; an instrument used for rolling or grinding","PWMP","*pa<U+014B>-gili<U+014B>"
"28306","something","a string of something; to string","PCMP","*utuR"
"28307","something","ability, skill, knowledge how to do something","PWMP","*ka-taqu1"
"28308","something","be afraid of something","POC","*rere1"
"28309","something","be carried away by someone or something","PPH","*ta<U+014B>ay2"
"28310","something","be ensnared, caught in a trap; suffer, undergo, be struck by something; be entrapped or deceived; hit the mark, be ‘on target’, correct, right, true","PAN","*keNa"
"28311","something","be or become wound around something","PAN","*ma-litlit"
"28312","something","be stuck to by something","PWMP","*deket-en"
"28313","something","bite off the surface of something","PAN","*<U+014B>ab<U+014B>ab"
"28314","something","blame someone for something","PPH","*básul"
"28315","something","blame someone for something","PPh","*bes(e)qel"
"28316","something","block, obstruct; something which separates one area from another","PWMP ","*ata<U+014B>1"
"28317","something","break off a component piece of something, as twigs or branches from a tree, a banana from a bunch, a section from a fruit, etc.","PPH","*sipíq"
"28318","something","bring down the flat of the hand on something","PWMP","*tepap"
"28319","something","broil; warm oneself or something near a fire","PAN","*da<U+014B>da<U+014B>1"
"28320","something","catch a ride, join a group, ride on something","PMP","*sakay1"
"28321","something","chew something tough, as sugarcane","PCEMP","*<U+014B>a<U+014B>as"
"28322","something","chew the juice from something","PWMP","*ma-ñepaq"
"28323","something","child, offspring; son, daughter; brother's child (man speaking), sister's child (woman speaking); young animal or plant; young; small (for its kind); dependent or component part of something larger; native, resident, inhabitant; interest on a loan","PMP","*anak"
"28324","something","choke, have something stuck in the throat","PWMP ","*bekeR1"
"28325","something","chop, split, adze something",NA,"*(noise)"
"28326","something","clatter of a stick poking around in something","PWMP ","*degaq"
"28327","something","concealed, secret; to deny, hide something","PPH","*liméd"
"28328","something","construction, erection of something","PWMP ","*pa<U+014B>-ba<U+014B>un-an"
"28329","something","contend with others, compete for something","PPH","*sikil"
"28330","something","continue doing something, proceed without stopping","PWMP","*tarus"
"28331","something","continue on with doing something, do immediately, without hesitation","PPH","*dágus1"
"28332","something","cover something to protect it or oneself","PPH","*salúkub"
"28333","something","cover with something (?)","POC","*okop"
"28334","something","cover with something flat","PWMP","*takelap"
"28335","something","crossbar, strut, something to hold things apart","PMP","*seka<U+014B>"
"28336","something","cry about something","PPH","*luheq-an"
"28337","something","cut chips or bits from something, scrape off","PPH","*dapdáp"
"28338","something","cut something slender","PAN","*k<um>eRet"
"28339","something","cut something slender or soft; reap crops","PAN","*keRet"
"28340","something","dare to do something","PWMP ","*ama<U+014B> ama<U+014B>"
"28341","something","dig a hole, hollow something out","PPH","*kabkáb"
"28342","something","dig up something buried, disinter","PWMP ","*hukay"
"28343","something","disappear behind something that envelops or blocks the view","PAN","*lipuC"
"28344","something","do something quickly, in a hurry","PPH","*paspás4"
"28345","something","do something simultaneously","PWMP","*maR-de<U+014B>an"
"28346","something","do something to someone","PWMP ","*ma<U+014B>-apa-i"
"28347","something","do something together with others","PAN","*sabay1"
"28348","something","do something together with others","PWMP","*sa(m)bay"
"28349","something","do something twice (?)","PCEMP","*maka-dua"
"28350","something","do something twice (?)","PMP","*maka-duha"
"28351","something","do something with someone else, perform an action together","PAN","*mi-da-duSa"
"28352","something","do something wrong, make a mistake; miss the target","PWMP","*s<um>alaq"
"28353","something","do, bring about, change something","PWMP ","*ka-buhat"
"28354","something","do, make, create, perform; to work; to wager: deed; thing; creation; behavior, conduct, performance; work; a bet; because, on account of, through the action of; need, use for something; necessary; for (benefactive)","PMP","*buhat2"
"28355","something","eat something before it is ready to eat","PWMP ","*ma<U+014B>-qataq"
"28356","something","eat something raw","POC","*qodaq"
"28357","something","eat something raw","PCEMP","*qentaq"
"28358","something","eat something raw","PAN","*qetaq"
"28359","something","eat something raw","PAN","*qataq"
"28360","something","encircle tigthly; band or ring around something","PWMP","*selut"
"28361","something","enclose; hold something inside the mouth","PMP","*qe<U+014B>kem"
"28362","something","end or death of something (?)","PWMP ","*ka-p-atay-an"
"28363","something","external part of something","PWMP","*dapuR dapuR"
"28364","something","fall to the ground, of something heavy","PPH","*bag(e)sák"
"28365","something","fill a hole with earth; cover something with a heap of earth","PMP","*bunbun"
"28366","something","finish something","POC","*opus"
"28367","something","fissure, split in something","PAN","*siwaq"
"28368","something","for force something open or out of its position","PPH","*tu(<U+014B>)kab-án"
"28369","something","force someone to do something","PPH","*pilit-en"
"28370","something","fragment, piece of something","PCEMP","*<U+014B>a<U+014B>ar"
"28371","something","give (him, her, it) something to drink (command)","PWMP ","*pa-inum-en"
"28372","something","give someone something to drink","PMP ","*pa-inum"
"28373","something","go or do something slowly, take one’s time","PPH","*ananay2"
"28374","something","handful of something","PWMP","*kaup"
"28375","something","have a painful feeling in the teeth, as when eating something very sour or cold, or hearing a screeching or scratching sound","PWMP","*<U+014B>ilu-an"
"28376","something","heat or dry something near a fire","PWMP","*ga<U+014B>ga<U+014B>"
"28377","something","hidden behind something else","PPH","*lime<U+014B>"
"28378","something","high","PMP","*katik"
"28379","something","hit something against something else","PAN","*CugCug1"
"28380","something","hold something in the mouth","POC","*qo<U+014B>kom"
"28381","something","hold something inside the mouth","PMP ","*e<U+014B>gem"
"28382","something","hold something tightly in the fist","PWMP","*ma<U+014B>-Ragem"
"28383","something","hole in something","PMP","*pesu1"
"28384","something","homesick; long for something that is missed","PPh ","*íliw"
"28385","something","hook on to something; entangle","PMP","*saqebit"
"28386","something","hurting; sick with something, suffering from an illness","PWMP","*sakit-en"
"28387","something","impose one’s will, force or compel someone to do something","PWMP","*teRel"
"28388","something","include with something else","PPH","*taq(e)kip"
"28389","something","insert, wedge in; prepare something for use","PWMP","*pasa<U+014B>2"
"28390","something","insides, area within, inner part of something; between; below, under; deep; mind, feelings","POC","*ralom"
"28391","something","insides, area within, inner part of something; between; below, under; deep; mind, feelings, liver (fig.)","PMP","*dalem"
"28392","something","internode of bamboo; section of something","PAN","*lawas3"
"28393","something","jump up to reach something","PWMP","*lunzag"
"28394","something","keep something to oneself; silent, secret","PWMP ","*hidem"
"28395","something","knock someone or something with the elbow","PMP","*pa-siku"
"28396","something","lend something (?)","PPh","*ipa-hedám"
"28397","something","let something grow, make something grow","PWMP","*pa-tubuq-en"
"28398","something","let something grow, make something grow","PPh","*pa-tubuq"
"28399","something","lever, instrument for prying something up","PWMP ","*qu<U+014B>kil"
"28400","something","lightning that strikes something","PMP","*gelap1"
"28401","something","look over a wide area, search for something with the eyes while standing in place","PPH","*nanaw"
"28402","something","lose interest in doing something (?)","PPH","*tantán"
"28403","something","lower something, pay out rope","PWMP ","*ma<U+014B>-huluR"
"28404","something","make a mistake, commit an error, be wrong about something","PWMP","*maR-salaq"
"28405","something","make a rope or string, make something into rope or string","PWMP ","*ma-nalih"
"28406","something","make something deep, deepen","PWMP","*pa-dalem"
"28407","something","make something go or move","PWMP","*pa-zalan"
"28408","something","make something grow","POC","*paka-tupuq"
"28409","something","make something wither, let something wither or wilt","PWMP","*pa-layu"
"28410","something","mark something (?)","PWMP","*bekas-an"
"28411","something","miss, crave, long for something","PWMP","*kidam"
"28412","something","move something to another place","PPH","*hubuq-en"
"28413","something","move something to another place","PPH","*hubuq"
"28414","something","move the lips rapidly, as in gnawing or nibbling on something","PPH","*kútib"
